ID,Date,Weekday,TimeStart,TimeEnd,Location,Title,FourTopics,Topic,Workshop,Series,Speaker,Title,Degree,Gender,Hostdep,InstituteVStudent,Open,RSVP,Food,"Meal Type (lunch, dinner, refreshments)","food offered e.g. pizza, healthy",MealSnake,Data Collector,Source
252,2018-11-29,Thursday,9:45 AM,11:15 AM,Kresge 202A,"C-CHANGE Skills-Based Workshop Series: Radical Listening: Less Talk, More Leadership",Career,Career,Y,Y,Rand Wentworth,Professor,,Male,C-Change,Institution,Y,N,N,,,,Brooke,
253,2018-11-29,Thursday,3:30 PM,5:00 PM,"718 Huntington Avenue, 2nd Floor",Teaching Current Events Through the Lens of Global Health Workshop,Academic,Academic,Y,N,,,,,Global Health Education and Learning Incubator,Institution,Y,Y,Y,Snacks,,snack,Brooke,
254,2018-11-29,Thursday,1:00 PM,1:50 PM,Kresge 502,Finding Common Ground: Implementing Practical Interventions to Prevent Gun Deaths,Academic,Academic,N,N,Catherine Barber,,,Female,Preventing Gun Violence: Harvard Chan Student Forum ,Student,Y,Y,Y,Lunch,,meal,Brooke,
255,2018-11-29,Thursday,1:00 PM,1:50 PM,FXB G12,ASEAN Student Ideas Festival (Fall 2018),Academic,Academic,N,N,,,,,ASEAN,Student,Y,N,N,,,,Brooke,
256,2018-11-29,Thursday,6:00 PM,7:00 PM,Epi Library (Kresge 907),Dinner and Talk with Creator of GRLSQUASH,Social,Social,N,N,Madison Trapkin,Creator,,Female,Food Action Student Group,Student,Y,Y,Y,Dinner,,meal,Brooke,
257,2018-11-29,Thursday,1:00 PM,1:50 PM,Kresge G2,"Post-Midterms Conversation with Professor John McDonough, hosted by QSA",Academic,Academic,N,N,John McDonough,Professor,,,QSA,Student,Y,N,Y,Lunch,,meal,Brooke,
258,2018-11-30,Friday,2:30 PM,4:30 PM,Countway,Countway Research Coffee Break!,Academic,Academic,N,N,,,,,Countway reference team,Institution,Y,N,Y,Refreshments,,snack,Brooke,
259,2018-11-30,Friday,5:00 PM,,Hong Kong Restaurant Cambridge,Students of Color Social,Social,Social,N,N,,,,,ODI,Institution,Y,N,Y,Refreshments,,snack,Brooke,
260,2018-12-03,Monday,1:00 PM,2:00 PM,Kresge 200 ,HIV/AIDS in Nigeria: A Discussion in Observance of World AIDS Day,Academic,Academic,N,N,Phyllis Kanki,Dr.,,Female,Nigerian Student Association,Student,Y,Y,Y,Lunch,,meal,Brooke,
261,2018-12-03,Monday,1:00 PM,1:50 PM,FXB G-13,Politics and Policy from President Obama’s Top Health Policy Advisor,Academic,Academic,N,N,Jeanne Lambrew,,,Female,Department of Health Policy and Management,Institution,Y,Y,Y,Lunch,,meal,Brooke,
262,2018-12-03,Monday,1:00 PM,2:00 PM,Kresge G3,Health Care Policy and Politics in Germany – 2018 and beyond,Academic,Academic,N,Y,Karl Lauterbach,Dr. ,,,Harvard Chan Policy Forum,Institution,Y,N,N,,,,Brooke,
263,2018-12-03,Monday,1:00 PM,2:00 PM,Kresge 202B,Japan Trip Special Lecture,Academic,Academic,N,N,,,,,Student Club of Japan,Student,Y,N,Y,Lunch,,meal,Brooke,
264,2018-12-04,Tuesday,1:00 PM,1:50 PM,FXB G-12,Crowd-Mapping Sexual Violence,Academic,Academic,N,N,Elsa D’Silva,,,Female,SASA,Student,Y,N,Y,Lunch,pizza,meal,Brooke,
265,2018-12-04,Tuesday,7:00 PM,9:00 PM,"Dudley House, Room 202 (Harvard Yard)",Harvard Big Data Club Social Mixer,Social,Social,N,N,,,,,HBDC,Student,Y,Y,Y,Refreshments,,snack,Brooke,
266,2018-12-05,Wednesday,4:00 PM,5:30 PM,"HMS, Gordon Hall, Waterhouse Room",“Likely to Become a Public Charge:” Federal Immigration Policy and the Health of Our Communities,Academic,Academic,N,N,Justin Lowe,,JD,Male,HMS ODI,Student,Y,Y,N,,,,Brooke,
267,2018-12-05,Wednesday,12:00 PM,1:00 PM,Leadership Studio,BEING SERIOUSLY ILL IN THE U.S.: Financial and Healthcare Impacts,Academic,Academic,N,N,,,,,The Forum,Institution,Y,Y,N,,,,Brooke,
268,2018-12-06,Thursday,12:00 PM,1:00 PM,FXB 710,FXB SEMINAR: Human Rights and Turkish Healthcare – Dr. Sakika Yuksel,Academic,Academic,N,N,Sakika Yuksel,Dr.,,Female,FXB Seminar,Institution,Y,N,N,,,,Brooke,
269,2018-12-07,Friday,12:00 PM,1:00 PM,"Ash Center Foyer, Suite 200N ","Making Health Care Work: Leadership, Organizing, and Innovation",Academic,Academic,N,N,Panel,,,,Harvard Chan,Institution,Y,N,Y,Lunch,,meal,Brooke,
270,2018-12-12,Wednesday,5:30 PM,,FXB Atrium,Paint Nite at Harvard Chan,Social,Social,N,N,,,,,Harvard Chan,Institution,Y,Y,N,,,,Brooke,
